EntrezID	GeneSymbol	Synonyms	GeneName	Chromosome
9848	80173	IFT74	CCDC2|CMG-1|CMG1	intraflagellar transport 74 homolog (Chlamydomonas)	chr9
9849	80174	DBF4B	ASKL1|CHIFB|DRF1|ZDBF1B	DBF4 homolog B (S. cerevisiae)	chr17
9850	80176	SPSB1	SSB-1|SSB1	splA/ryanodine receptor domain and SOCS box containing 1	chr1
9851	80177	MYCT1	MTLC	myc target 1	chr6
9852	80184	CEP290	3H11Ag|BBS14|CT87|JBTS5|LCA10|MKS4|NPHP6|POC3|SLSN6|rd16	centrosomal protein 290kDa	chr12
9853	80194	TMEM134	-	transmembrane protein 134	chr11
9854	80196	RNF34	CARP-1|CARP1|RFI|RIF|RIFF|hRFI	ring finger protein 34, E3 ubiquitin protein ligase	chr12
9855	80198	MUS81	SLX3	MUS81 structure-specific endonuclease subunit	chr11
9856	80199	FUZ	FY|NTD	fuzzy planar cell polarity protein	chr19
9857	80201	HKDC1	-	hexokinase domain containing 1	chr10
9858	80204	FBXO11	FBX11|PRMT9|UBR6|VIT1	F-box protein 11	chr2
9859	80205	CHD9	AD013|CReMM|KISH2|PRIC320	chromodomain helicase DNA binding protein 9	chr16
9860	80206	FHOD3	FHOS2|Formactin2	formin homology 2 domain containing 3	chr18
9861	80207	OPA3	MGA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	chr19
9862	80208	SPG11	KIAA1840	spastic paraplegia 11 (autosomal recessive)	chr15
9863	80210	ARMC9	ARM|KU-MEL-1	armadillo repeat containing 9	chr2
9864	80212	CCDC92	-	coiled-coil domain containing 92	chr12
9865	80213	TM2D3	BLP2	TM2 domain containing 3	chr15
9866	80219	COQ10B	-	coenzyme Q10 homolog B (S. cerevisiae)	chr2
9867	80223	RAB11FIP1	NOEL1A|RCP|rab11-FIP1	RAB11 family interacting protein 1 (class I)	chr8
9868	80224	NUBPL	C14orf127|IND1|huInd1	nucleotide binding protein-like	chr14
9869	80230	RUFY1	RABIP4|ZFYVE12	RUN and FYVE domain containing 1	chr5
9870	80232	WDR26	CDW2|GID7|MIP2	WD repeat domain 26	chr1
9871	80235	PIGZ	GPI-MT-IV|PIG-Z|SMP3	phosphatidylinositol glycan anchor biosynthesis, class Z	chr3
9872	80237	ELL3	-	elongation factor RNA polymerase II-like 3	chr15
9873	80254	CEP63	-	centrosomal protein 63kDa	chr3
9874	80256	KIAA1539	KIAA1539|P1.11659_5|RP11-182N22.6|bA182N22.6	family with sequence similarity 214, member B	chr9
9875	80258	EFHC2	dJ1158H2.1	EF-hand domain (C-terminal) containing 2	chrX
9876	80263	TRIM45	RNF99	tripartite motif containing 45	chr1
9877	80264	ZNF430	-	zinc finger protein 430	chr19
9878	80267	EDEM3	C1orf22	ER degradation enhancer, mannosidase alpha-like 3	chr1
9879	80271	ITPKC	IP3-3KC|IP3KC	inositol-trisphosphate 3-kinase C	chr19
9880	80273	GRPEL1	HMGE	GrpE-like 1, mitochondrial (E. coli)	chr4
9881	80279	CDK5RAP3	C53|HSF-27|IC53|LZAP|MST016|OK/SW-cl.114|PP1553	CDK5 regulatory subunit associated protein 3	chr17
9882	80303	EFHD1	MST133|MSTP133|SWS2	EF-hand domain family, member D1	chr2
9883	80305	TRABD	LP6054|PP2447	TraB domain containing	chr22
9884	80306	MED28	1500003D12Rik|EG1|magicin	mediator complex subunit 28	chr4
9885	80308	FLAD1	FAD1|FADS|RP11-307C12.7	flavin adenine dinucleotide synthetase 1	chr1
9886	80310	PDGFD	IEGF|SCDGF-B|SCDGFB	platelet derived growth factor D	chr11
9887	80316	PPP1R2P9	I-4	protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 9	chrX
9888	80317	ZKSCAN3	ZF47|ZFP306|ZNF306|ZNF309|ZSCAN13|ZSCAN35|Zfp47|dJ874C20.1|dJ874C20.1.|zfp-47	zinc finger with KRAB and SCAN domains 3	chr6
9889	80319	CXXC4	IDAX	CXXC finger protein 4	chr4
9890	80321	CEP70	BITE	centrosomal protein 70kDa	chr3
9891	80323	CCDC68	SE57-1	coiled-coil domain containing 68	chr18
9892	80324	PUS1	MLASA1	pseudouridylate synthase 1	chr12
9893	80328	ULBP2	N2DL2|RAET1H	UL16 binding protein 2	chr6
9894	80329	ULBP1	RAET1I	UL16 binding protein 1	chr6
9895	80335	WDR82	MST107|MSTP107|PRO2730|PRO34047|SWD2|TMEM113|WDR82A	WD repeat domain 82	chr3
9896	80339	PNPLA3	ADPN|C22orf20|iPLA(2)epsilon	patatin-like phospholipase domain containing 3	chr22
9897	80342	TRAF3IP3	DJ434O14.3|T3JAM	TRAF3 interacting protein 3	chr1
9898	80345	ZSCAN16	ZNF392|ZNF435|dJ265C24.3	zinc finger and SCAN domain containing 16	chr6
9899	80346	REEP4	C8orf20	receptor accessory protein 4	chr8
9900	80347	COASY	DPCK|NBP|PPAT|UKR1|pOV-2	CoA synthase	chr17
9901	80349	WDR61	REC14|SKI8	WD repeat domain 61	chr15
9902	80350	LPAL2	APOA2|APOAL|APOARGC|RP11-72O9.2	lipoprotein, Lp(a)-like 2, pseudogene	chr6
9903	80351	TNKS2	ARTD6|PARP-5b|PARP-5c|PARP5B|PARP5C|TANK2|TNKL|pART6	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	chr10
9904	80352	RNF39	HZF|HZFW|LIRF	ring finger protein 39	chr6
9905	80380	PDCD1LG2	B7DC|Btdc|CD273|PD-L2|PDCD1L2|PDL2|bA574F11.2	programmed cell death 1 ligand 2	chr9
9906	80704	SLC19A3	BBGD|THMD2|THTR2	solute carrier family 19 (thiamine transporter), member 3	chr2
9907	80705	TSGA10	CEP4L|CT79	testis specific, 10	chr2
9908	80723	TMEM22	TMEM22	solute carrier family 35, member G2	chr3
9909	80724	ACAD10	-	acyl-CoA dehydrogenase family, member 10	chr12
9910	80736	SLC44A4	C6orf29|CTL4|NG22	solute carrier family 44, member 4	chr6
9911	80740	LY6G6C	C6orf24|G6c|NG24	lymphocyte antigen 6 complex, locus G6C	chr6
9912	80741	LY6G5C	C6orf20|G5C|LY6G5CA|LY6G5CB|NG33	lymphocyte antigen 6 complex, locus G5C	chr6
9913	80742	PRR3	CAT56	proline rich 3	chr6
9914	80745	THUMPD2	C2orf8	THUMP domain containing 2	chr2
9915	80746	TSEN2	PCH2B|SEN2|SEN2L	TSEN2 tRNA splicing endonuclease subunit	chr3
9916	80755	AARSD1	-	alanyl-tRNA synthetase domain containing 1	chr17
9917	80757	TMEM121	hole	transmembrane protein 121	chr14
9918	80758	PRR7	-	proline rich 7 (synaptic)	chr5
9919	80760	ITIH5	ITI-HC5	inter-alpha-trypsin inhibitor heavy chain family, member 5	chr10
9920	80761	UPK3B	P35|UP3B|UPIIIB	uroplakin 3B	chr7
9921	80762	NDFIP1	N4WBP5	Nedd4 family interacting protein 1	chr5
9922	80764	THAP7	-	THAP domain containing 7	chr22
9923	80765	STARD5	-	StAR-related lipid transfer (START) domain containing 5	chr15
9924	80774	LIMD2	-	LIM domain containing 2	chr17
9925	80775	TMEM177	-	transmembrane protein 177	chr2
9926	80777	CYB5B	CYB5-M|CYPB5M|OMB5	cytochrome b5 type B (outer mitochondrial membrane)	chr16
9927	80778	ZNF34	KOX32	zinc finger protein 34	chr8
9928	80781	COL18A1	KNO|KNO1|KS	collagen, type XVIII, alpha 1	chr21
9929	80789	INTS5	INT5|KIAA1698	integrator complex subunit 5	chr11
9930	80823	BHLHB9	p60TRP	basic helix-loop-helix domain containing, class B, 9	chrX
9931	80830	APOL6	APOL-VI|APOLVI	apolipoprotein L, 6	chr22
9932	80831	APOL5	APOL-V|APOLV	apolipoprotein L, 5	chr22
9933	80833	APOL3	APOLIII|CG121	apolipoprotein L, 3	chr22
9934	80852	GRIP2	-	glutamate receptor interacting protein 2	chr3
9935	80853	JHDM1D	KDM7A	jumonji C domain containing histone demethylase 1 homolog D (S. cerevisiae)	chr7
9936	80895	ILKAP	ILKAP2|ILKAP3|PP2C-DELTA	integrin-linked kinase-associated serine/threonine phosphatase	chr2
9937	80896	NPL	C112|C1orf13|NAL|NPL1	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	chr1
9938	80975	TMPRSS5	SPINESIN	transmembrane protease, serine 5	chr11
9939	81027	TUBB1	-	tubulin, beta 1 class VI	chr20
9940	81029	WNT5B	-	wingless-type MMTV integration site family, member 5B	chr12
9941	81030	ZBP1	C20orf183|DAI|DLM-1|DLM1	Z-DNA binding protein 1	chr20
9942	81031	SLC2A10	ATS|GLUT10	solute carrier family 2 (facilitated glucose transporter), member 10	chr20
9943	81033	KCNH6	ERG-2|ERG2|HERG2|Kv11.2|hERG-2	potassium voltage-gated channel, subfamily H (eag-related), member 6	chr17
9944	81034	SLC25A32	MFT|MFTC	solute carrier family 25 (mitochondrial folate carrier), member 32	chr8
9945	81035	COLEC12	CLP1|NSR2|SCARA4|SRCL	collectin sub-family member 12	chr18
9946	81285	OR51E2	OR51E3P|OR52A2|PSGR	olfactory receptor, family 51, subfamily E, member 2	chr11
9947	81490	PTDSS2	PSS2	phosphatidylserine synthase 2	chr11
9948	81491	GPR63	PSP24(beta)|PSP24B	G protein-coupled receptor 63	chr6
9949	81494	CFHR5	CFHL5|CFHR5D|FHR-5|FHR5	complement factor H-related 5	chr1
9950	81501	TM7SF4	FIND|TM7SF4|hDC-STAMP	dendrocyte expressed seven transmembrane protein	chr8
9951	81533	ITFG1	TIP	integrin alpha FG-GAP repeat containing 1	chr16
9952	81537	SGPP1	SPPase1	sphingosine-1-phosphate phosphatase 1	chr14
9953	81539	SLC38A1	ATA1|NAT2|SAT1|SNAT1	solute carrier family 38, member 1	chr12
9954	81543	LRRC3	C21orf102	leucine rich repeat containing 3	chr21
9955	81544	GDPD5	GDE2|PP1665	glycerophosphodiester phosphodiesterase domain containing 5	chr11
9956	81545	FBXO38	Fbx38|MOKA	F-box protein 38	chr5
9957	81550	TDRD3	-	tudor domain containing 3	chr13
9958	81551	STMN4	RB3	stathmin-like 4	chr8
9959	81553	FAM49A	-	family with sequence similarity 49, member A	chr2
9960	81554	WBSCR16	-	Williams-Beuren syndrome chromosome region 16	chr7
9961	81555	YIPF5	FinGER5|SB140|SMAP-5|SMAP5|YIP1A	Yip1 domain family, member 5	chr5
9962	81558	FAM117A	-	family with sequence similarity 117, member A	chr17
9963	81562	LMAN2L	VIPL	lectin, mannose-binding 2-like	chr2
9964	81565	NDEL1	EOPA|MITAP1|NDE1L1|NDE2|NUDEL	nudE neurodevelopment protein 1-like 1	chr17
9965	81567	TXNDC5	ENDOPDI|ERP46|HCC-2|PDIA15|STRF8|UNQ364	thioredoxin domain containing 5 (endoplasmic reticulum)	chr6
9966	81569	ACTL8	CT57	actin-like 8	chr1
9967	81570	CLPB	HSP78|SKD3	ClpB caseinolytic peptidase B homolog (E. coli)	chr11
9968	81575	APOLD1	VERGE	apolipoprotein L domain containing 1	chr12
9969	81576	CCDC130	-	coiled-coil domain containing 130	chr19
9970	81577	GFOD2	-	glucose-fructose oxidoreductase domain containing 2	chr16
9971	81578	COL21A1	COLA1L|dJ682J15.1|dJ708F5.1	collagen, type XXI, alpha 1	chr6
9972	81579	PLA2G12A	GXII|PLA2G12|ROSSY	phospholipase A2, group XIIA	chr4
9973	81602	CDADC1	NYD-SP15|bA103J18.1	cytidine and dCMP deaminase domain containing 1	chr13
9974	81603	TRIM8	GERP|RNF27	tripartite motif containing 8	chr10
9975	81605	URM1	C9orf74	ubiquitin related modifier 1	chr9
9976	81606	LBH	-	limb bud and heart development	chr2
9977	81608	FIP1L1	FIP1|Rhe|hFip1	factor interacting with PAPOLA and CPSF1	chr4
9978	81609	SNX27	MRT1|MY014	sorting nexin family member 27	chr1
9979	81611	ANP32E	LANP-L|LANPL	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	chr1
9980	81616	ACSBG2	BGR|BRGL|PRTD-NY3|PRTDNY3	acyl-CoA synthetase bubblegum family member 2	chr19
9981	81617	CAB39L	MO25-BETA|MO2L|bA103J18.3	calcium binding protein 39-like	chr13
9982	81618	ITM2C	BRI3|BRICD2C|E25|E25C|ITM3	integral membrane protein 2C	chr2
9983	81619	TSPAN14	DC-TM4F2|TM4SF14	tetraspanin 14	chr10
9984	81620	CDT1	DUP|RIS2	chromatin licensing and DNA replication factor 1	chr16
9985	81621	KAZALD1	BONO1|FKSG28|FKSG40|IGFBP-rP10	Kazal-type serine peptidase inhibitor domain 1	chr10
9986	81622	UNC93B1	IIAE1|UNC93|UNC93B|Unc-93B1	unc-93 homolog B1 (C. elegans)	chr11
9987	81623	DEFB126	C20orf8|DEFB-26|DEFB26|bA530N10.1|hBD-26	defensin, beta 126	chr20
9988	81628	TSC22D4	THG-1|THG1|TILZ2	TSC22 domain family, member 4	chr7
9989	81631	MAP1LC3B	ATG8F|LC3B|MAP1A/1BLC3|MAP1LC3B-a	microtubule-associated protein 1 light chain 3 beta	chr16
9990	81669	CCNL2	ANIA-6B|CCNM|HCLA-ISO|HLA-ISO|PCEE|SB138	cyclin L2	chr1
9991	81689	ISCA1	HBLD2|ISA1|RP11-507D14.2|hIscA	iron-sulfur cluster assembly 1	chr9
9992	81691	LOC81691	-	-	chr16
9993	81693	AMN	PRO1028|amnionless	amnion associated transmembrane protein	chr14
9994	81697	OR2B2	OR2B2Q|OR2B9|OR6-1|dJ193B12.4|hs6M1-10	olfactory receptor, family 2, subfamily B, member 2	chr6
9995	81789	TIGD6	-	tigger transposable element derived 6	chr5
9996	81790	RNF170	SNAX1	ring finger protein 170	chr8
9997	81792	ADAMTS12	PRO4389	ADAM metallopeptidase with thrombospondin type 1 motif, 12	chr5
9998	81796	SLCO5A1	OATP-J|OATP-RP4|OATP5A1|OATPRP4|SLC21A15	solute carrier organic anion transporter family, member 5A1	chr8
9999	81797	OR12D3	hs6M1-27	olfactory receptor, family 12, subfamily D, member 3	chr6
10000	81831	NETO2	BTCL2|NEOT2	neuropilin (NRP) and tolloid (TLL)-like 2	chr16
10001	81833	SPACA1	SAMP32	sperm acrosome associated 1	chr6
10002	81839	VANGL1	KITENIN|LPP2|STB2|STBM2	VANGL planar cell polarity protein 1	chr1
10003	81847	RNF146	RP3-351K20.1|dJ351K20.1	ring finger protein 146	chr6
10004	81848	SPRY4	HH17	sprouty homolog 4 (Drosophila)	chr5
10005	81849	ST6GALNAC5	SIAT7E|ST6GalNAcV	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	chr1
10006	81853	TMEM14B	-	transmembrane protein 14B	chr6
10007	81855	SFXN3	BA108L7.2|SFX3	sideroflexin 3	chr10
10008	81856	ZNF611	-	zinc finger protein 611	chr19
10009	81857	MED25	ACID1|ARC92|CMT2B2|P78|PTOV2	mediator complex subunit 25	chr19
10010	81858	SHARPIN	SIPL1	SHANK-associated RH domain interactor	chr8
10011	81873	ARPC5L	ARC16-2	actin related protein 2/3 complex, subunit 5-like	chr9
10012	81875	ISG20L2	-	interferon stimulated exonuclease gene 20kDa-like 2	chr1
10013	81876	RAB1B	-	RAB1B, member RAS oncogene family	chr11
10014	81887	LAS1L	Las1-like|dJ475B7.2	LAS1-like (S. cerevisiae)	chrX
10015	81890	QTRT1	FP3235|TGT|TGUT	queuine tRNA-ribosyltransferase 1	chr19
10016	81894	SLC25A28	MFRN2|MRS3/4|MRS4L	solute carrier family 25 (mitochondrial iron transporter), member 28	chr10
10017	81929	SEH1L	SEC13L|SEH1A|SEH1B|Seh1	SEH1-like (S. cerevisiae)	chr18
10018	81930	KIF18A	MS-KIF18A	kinesin family member 18A	chr11
10019	81932	HDHD3	2810435D12Rik|C9orf158	haloacid dehalogenase-like hydrolase domain containing 3	chr9
10020	83259	PCDH11Y	PCDH-PC|PCDH22|PCDHY	protocadherin 11 Y-linked	chrY
10021	83394	PITPNM3	ACKR6|CORD5|NIR1|RDGBA3	PITPNM family member 3	chr17
10022	83439	TCF7L1	TCF-3|TCF3	transcription factor 7-like 1 (T-cell specific, HMG-box)	chr2
10023	83440	ADPGK	2610017G09Rik|ADP-GK	ADP-dependent glucokinase	chr15
10024	83442	SH3BGRL3	SH3BP-1|TIP-B1	SH3 domain binding glutamic acid-rich protein like 3	chr1
10025	83443	SF3B5	SF3b10|Ysf3	splicing factor 3b, subunit 5, 10kDa	chr6
10026	83445	GSG1	-	germ cell associated 1	chr12
10027	83446	CCDC70	-	coiled-coil domain containing 70	chr13
10028	83447	SLC25A31	AAC4|ANT4|SFEC35kDa	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	chr4
10029	83448	PUS7L	-	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	chr12
10030	83449	PMFBP1	-	polyamine modulated factor 1 binding protein 1	chr16
10031	83450	LRRC48	-	leucine rich repeat containing 48	chr17
10032	83451	ABHD11	WBSCR21	abhydrolase domain containing 11	chr7
10033	83452	RAB33B	SMC2	RAB33B, member RAS oncogene family	chr4
10034	83460	TMEM93	TMEM93	ER membrane protein complex subunit 6	chr17
10035	83461	CDCA3	GRCC8|TOME-1	cell division cycle associated 3	chr12
10036	83463	MXD3	BHLHC13|MAD3|MYX	MAX dimerization protein 3	chr5
10037	83464	APH1B	APH-1B|PRO1328|PSFL|TAAV688	APH1B gamma secretase subunit	chr15
10038	83468	GLT8D2	-	glycosyltransferase 8 domain containing 2	chr12
10039	83475	DOHH	HLRC1|hDOHH	deoxyhypusine hydroxylase/monooxygenase	chr19
10040	83478	ARHGAP24	FILGAP|RC-GAP72|RCGAP72|p73|p73RhoGAP	Rho GTPase activating protein 24	chr4
10041	83480	PUS3	2610020J05Rik	pseudouridylate synthase 3	chr11
10042	83483	PLVAP	FELS|PV-1|PV1|gp68	plasmalemma vesicle associated protein	chr19
10043	83604	TMEM47	BCMP1|TM4SF10	transmembrane protein 47	chrX
10044	83637	ZMIZ2	NET27|TRAFIP20|ZIMP7|hZIMP7	zinc finger, MIZ-type containing 2	chr7
10045	83658	DYNLRB1	BITH|BLP|DNCL2A|DNLC2A|ROBLD1	dynein, light chain, roadblock-type 1	chr20
10046	83660	TLN2	ILWEQ	talin 2	chr15
10047	83700	JAM3	JAM-2|JAM-3|JAM-C|JAMC	junctional adhesion molecule 3	chr11
10048	83714	NRIP2	-	nuclear receptor interacting protein 2	chr12
10049	83716	CRISPLD2	CRISP11|LCRISP2	cysteine-rich secretory protein LCCL domain containing 2	chr16
10050	83729	INHBE	-	inhibin, beta E	chr12
10051	83737	ITCH	AIF4|AIP4|NAPP1|dJ468O1.1	itchy E3 ubiquitin protein ligase	chr20
10052	83743	GRWD1	CDW4|GRWD|RRB1|WDR28	glutamate-rich WD repeat containing 1	chr19
10053	83759	RBM4B	RBM30|RBM4L|ZCCHC15|ZCCHC21B|ZCRB3B	RNA binding motif protein 4B	chr11
10054	83937	RASSF4	AD037	Ras association (RalGDS/AF-6) domain family member 4	chr10
10055	83941	TM2D1	BBP	TM2 domain containing 1	chr1
10056	83955	NACAP1	-	nascent-polypeptide-associated complex alpha polypeptide pseudogene 1	chr8
10057	83988	NCALD	-	neurocalcin delta	chr8
10058	83990	BRIP1	BACH1|FANCJ|OF	BRCA1 interacting protein C-terminal helicase 1	chr17
10059	84033	OBSCN	ARHGEF30|UNC89	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	chr1
10060	84079	ANKRD27	VARP	ankyrin repeat domain 27 (VPS9 domain)	chr19
10061	84107	ZIC4	-	Zic family member 4	chr3
10062	84124	ZNF394	ZKSCAN14|ZSCAN46	zinc finger protein 394	chr7
10063	84135	UTP15	NET21	UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)	chr5
10064	84159	ARID5B	DESRT|MRF-2|MRF2	AT rich interactive domain 5B (MRF1-like)	chr10
10065	84162	KIAA1109	FSA|Tweek	KIAA1109	chr4
10066	84164	ASCC2	ASC1p100|p100	activating signal cointegrator 1 complex subunit 2	chr22
10067	84168	ANTXR1	ATR|TEM8	anthrax toxin receptor 1	chr2
10068	84172	POLR1B	RPA135|RPA2|Rpo1-2	polymerase (RNA) I polypeptide B, 128kDa	chr2
10069	84179	MFSD7	-	major facilitator superfamily domain containing 7	chr4
10070	84193	SETD3	C14orf154	SET domain containing 3	chr14
10071	84196	USP48	RAP1GA1|USP31	ubiquitin specific peptidase 48	chr1
10072	84223	IQCG	-	IQ motif containing G	chr3
10073	84243	ZDHHC18	DHHC-18|DHHC18	zinc finger, DHHC-type containing 18	chr1
10074	84263	HSDL2	C9orf99|SDR13C1	hydroxysteroid dehydrogenase like 2	chr9
10075	84271	POLDIP3	PDIP46|SKAR	polymerase (DNA-directed), delta interacting protein 3	chr22
10076	84272	YIPF4	FinGER4	Yip1 domain family, member 4	chr2
10077	84288	EFCAB2	-	EF-hand calcium binding domain 2	chr1
10078	84296	GINS4	SLD5	GINS complex subunit 4 (Sld5 homolog)	chr8
10079	84436	ZNF528	-	zinc finger protein 528	chr19
10080	84444	DOT1L	DOT1|KMT4	DOT1-like histone H3K79 methyltransferase	chr19
10081	84516	DCTN5	-	dynactin 5 (p25)	chr16
10082	84561	SLC12A8	CCC9	solute carrier family 12, member 8	chr3
10083	84612	PARD6B	PAR6B	par-6 partitioning defective 6 homolog beta (C. elegans)	chr20
10084	84617	TUBB6	HsT1601|TUBB-5	tubulin, beta 6 class V	chr18
10085	84658	EMR3	-	egf-like module containing, mucin-like, hormone receptor-like 3	chr19
10086	84669	USP32	NY-REN-60|USP10	ubiquitin specific peptidase 32	chr17
10087	84679	SLC9A7	NHE-7|NHE7|SLC9A6	solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7	chrX
10088	84705	GTPBP3	GTPBG3|MSS1|MTGP1|THDF1	GTP binding protein 3 (mitochondrial)	chr19
10089	84720	PIGO	HPMRS2|RP11-182N22.4	phosphatidylinositol glycan anchor biosynthesis, class O	chr9
10090	84722	PSRC1	DDA3|FP3214	proline/serine-rich coiled-coil 1	chr1
10091	84733	CBX2	CDCA6|M33|SRXY5	chromobox homolog 2	chr17
10092	84747	UNC119B	POC7B	unc-119 homolog B (C. elegans)	chr12
10093	84759	PCGF1	2010002K04Rik|NSPC1|RNF3A-2|RNF68	polycomb group ring finger 1	chr2
10094	84790	TUBA1C	TUBA6|bcm948	tubulin, alpha 1c	chr12
10095	84818	IL17RC	IL17-RL|IL17RL	interleukin 17 receptor C	chr3
10096	84823	LMNB2	LAMB2|LMN2	lamin B2	chr19
10097	84851	TRIM52	RNF102	tripartite motif containing 52	chr5
10098	84861	KLHL22	KELCHL	kelch-like family member 22	chr22
10099	84864	MINA	MDIG|MINA53|NO52|ROX	MYC induced nuclear antigen	chr3
10100	84869	CBR4	SDR45C1	carbonyl reductase 4	chr4
10101	84901	NFATC2IP	ESC2|NIP45|RAD60	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	chr16
10102	84914	ZNF587	ZF6	zinc finger protein 587	chr19
10103	84939	MUM1	EXPAND1|HSPC211|MUM-1	melanoma associated antigen (mutated) 1	chr19
10104	84942	WDR73	-	WD repeat domain 73	chr15
10105	84951	TNS4	CTEN	tensin 4	chr17
10106	84975	MFSD5	-	major facilitator superfamily domain containing 5	chr12
10107	84986	ARHGAP19	-	Rho GTPase activating protein 19	chr10
10108	85360	SYDE1	7h3	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	chr19
10109	85363	TRIM5	RNF88|TRIM5alpha	tripartite motif containing 5	chr11
10110	85377	MICALL1	MICAL-L1|MIRAB13	MICAL-like 1	chr22
10111	85452	KIAA1751	-	KIAA1751	chr1
10112	85453	TSPYL5	-	TSPY-like 5	chr8
10113	85458	DIXDC1	CCD1	DIX domain containing 1	chr11
10114	85477	SCIN	-	scinderin	chr7
10115	89781	HPS4	LE	Hermansky-Pudlak syndrome 4	chr22
10116	89795	NAV3	POMFIL1|STEERIN3|unc53H3	neuron navigator 3	chr12
10117	89797	NAV2	HELAD1|POMFIL2|RAINB1|STEERIN2|UNC53H2	neuron navigator 2	chr11
10118	89845	ABCC10	EST182763|MRP7|SIMRP7	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	chr6
10119	89853	FAM125B	C9orf28|FAM125B	multivesicular body subunit 12B	chr9
10120	89870	TRIM15	RNF93|ZNF178|ZNFB7	tripartite motif containing 15	chr6
10121	89874	SLC25A21	ODC|ODC1	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21	chr14
10122	89910	UBE3B	BPIDS	ubiquitin protein ligase E3B	chr12
10123	89941	RHOT2	ARHT2|C16orf39|MIRO-2|MIRO2|RASL	ras homolog family member T2	chr16
10124	90121	TSR2	DT1P1A10|WGG1	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)	chrX
10125	90233	ZNF551	-	zinc finger protein 551	chr19
10126	90273	CEACAM21	CEACAM3|R29124_1	carcinoembryonic antigen-related cell adhesion molecule 21	chr19
10127	90326	THAP3	-	THAP domain containing, apoptosis associated protein 3	chr1
10128	90333	ZNF468	-	zinc finger protein 468	chr19
10129	90362	FAM110B	C8orf72	family with sequence similarity 110, member B	chr8
10130	90411	MCFD2	F5F8D|F5F8D2|LMAN1IP|SDNSF	multiple coagulation factor deficiency 2	chr2
10131	90480	GADD45GIP1	CKBBP2|CRIF1|PLINP|PLINP-1|PRG6|Plinp1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	chr19
10132	90627	STARD13	ARHGAP37|DLC2|GT650|LINC00464	StAR-related lipid transfer (START) domain containing 13	chr13
10133	90665	TBL1Y	TBL1	transducin (beta)-like 1, Y-linked	chrY
10134	90806	ANGEL2	KIAA0759L	angel homolog 2 (Drosophila)	chr1
10135	90861	HN1L	C16orf34|L11	hematological and neurological expressed 1-like	chr16
10136	90864	SPSB3	C16orf31|SSB3	splA/ryanodine receptor domain and SOCS box containing 3	chr16
10137	90865	IL33	C9orf26|DVS27|IL1F11|NF-HEV|NFEHEV|RP11-575C20.2	interleukin 33	chr9
10138	90956	ADCK2	AARF	aarF domain containing kinase 2	chr7
10139	90957	DHX57	DDX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	chr2
10140	90993	CREB3L1	OASIS	cAMP responsive element binding protein 3-like 1	chr11
10141	91120	ZNF682	BC39498_3	zinc finger protein 682	chr19
10142	91137	SLC25A46	-	solute carrier family 25, member 46	chr5
